unix_time,EPOCH to date,accel_x,accel_y,accel_z,batt_current,batt_voltage,bme_altitude,bme_humidity,bme_pressure,bme_temp,cpu_load,cpu_temp,free_disk,free_memory,gps_alt,gps_lat,gps_lon,gps_num_sats,gps_velocity,gyro_x,gyro_y,gyro_z,i_3v3,i_5v0,i_vbatt,mag_x,mag_y,mag_z,num_resets,packet_count,reg_temp_3v3,reg_temp_5v0,tmp1,tmp1_clean,tmp2,tmp2_clean,used_disk,used_memory,v_3v3,v_5v0,v_vbatt
1763823671,11/22/2025 10:01:11,3352,-16376,-16,0.4285182129,11.27360026,2491.017299,6.655603913,747.7084661,19.30441406,65.25,50.5,22660400,87032,0,0,0,0,0,-4867,15714,1952,0.04455789185,0.1642042725,0.1526062012,-466,-203,-232,209,198,31.70581311,32.48504699,22.75,22.75,22.875,22.875,6204016,272300,3.304948617,5.137498235,11.30208333
1763823692,11/22/2025 10:01:32,2368,-15936,-5376,0.4517143555,11.30208333,2638.768948,7.280515388,733.9369365,18.76242188,59.3,50.5,22660384,84316,0,0,0,0,0,2053,4220,1381,0.04638903809,0.2051027344,0.1513853516,-210,-125,-436,209,199,31.18610093,32.01755479,22.5,22.5,22.3125,22.3125,6204032,273112,3.308190352,5.113010636,11.26790365
1763823699,11/22/2025 10:01:39,1160,-15088,-2008,0.4462205322,11.23942057,2718.417511,7.286247276,726.5987602,18.41808594,62.91,49.9,22660392,87796,0,0,0,0,0,-3899,32767,5824,0.04211636353,0.2057131592,0.1526062012,-513,-170,-360,209,200,30.45820384,31.49794965,22.3125,22.3125,22.3125,22.3125,6204024,269616,3.316294689,5.103215597,11.27360026
1763823704,11/22/2025 10:01:44,1160,-15088,-2008,0.4462205322,11.23942057,2718.417511,7.286247276,726.5987602,18.41808594,62.91,49.9,22660392,87796,0,0,0,0,0,-3899,32767,5824,0.04211636353,0.2057131592,0.1526062012,-513,-170,-360,209,201,30.45820384,31.49794965,22.3125,22.3125,22.1875,22.1875,6204024,269616,3.316294689,5.103215597,11.27360026
1763823714,11/22/2025 10:01:54,1160,-15088,-2008,0.4462205322,11.23942057,2718.417511,7.286247276,726.5987602,18.41808594,57.47,50.5,22660400,38448,0,0,0,0,0,-3899,32767,5824,0.04211636353,0.2057131592,0.1526062012,-513,-170,-360,209,202,30.45820384,31.49794965,22.1875,22.1875,22.125,22.125,6204016,326792,3.316294689,5.103215597,11.27360026
1763823716,11/22/2025 10:01:56,1160,-15088,-2008,0.4462205322,11.23942057,2718.417511,7.286247276,726.5987602,18.41808594,66.58,50.5,22660360,91176,0,0,0,0,0,-3899,32767,5824,0.04211636353,0.2057131592,0.1526062012,-513,-170,-360,209,202,30.45820384,31.49794965,22.1875,22.1875,22.125,22.125,6204056,267368,3.316294689,5.103215597,11.27360026
1763823730,11/22/2025 10:02:10,608,-21272,-104,0.4529352051,11.27360026,2942.244492,9.223935403,706.2946073,17.59386719,65,49.9,22660344,90772,0,0,0,0,0,-2454,-3637,-515,0.05188247681,0.1935046631,0.1550479004,-336,-215,-339,209,204,31.03015246,30.87418791,21.875,21.875,21.8125,21.8125,6204072,266252,3.287119076,5.076279238,11.30208333
1763823736,11/22/2025 10:02:16,472,-16096,3648,0.4211931152,11.30208333,2989.724173,9.469424559,702.0472078,17.36652344,65,49.9,22660344,90772,0,0,0,0,0,-235,-7958,-3043,0.04455789185,0.1629834229,0.153216626,-308,-188,-166,209,204,30.19815567,30.19815567,21.875,21.875,21.6875,21.6875,6204072,266252,3.291981678,5.098318077,11.28499349
1763823750,11/22/2025 10:02:30,1400,-17960,-824,0.4211931152,11.30208333,3116.753109,10.04839838,690.7851439,16.73917969,62.5,49.4,22660348,84324,0,0,0,0,0,-321,3941,6792,0.04455789185,0.1629834229,0.153216626,-538,-121,-409,209,206,30.19815567,30.19815567,21.5625,21.5625,21.4375,21.4375,6204068,272596,3.291981678,5.098318077,11.28499349
1763823758,11/22/2025 10:02:38,4408,-20016,-1048,0.4492726562,11.22802734,3179.534439,10.26693708,685.2733817,16.49796875,70.1,48.3,22660360,82668,0,0,0,0,0,-1425,-7325,-177,0.04333712769,0.20327146,0.1526062012,-334,-215,-342,209,207,28.4286408,29.26161178,21.375,21.375,21.25,21.25,6204056,274260,3.306569485,5.113010636,11.24511719
