unix_time,EPOCH to date,rm3100_mag_x,rm3100_mag_y,rm3100_mag_z,rm3100_cycle_count,,Mag_x_scaled,Mag_y_scaled,Mag_z_scaled,Magnetic_field_magnitude (uT)
1763825293,11/22/2025 10:28:13,-1153,-3506,-1502,200,,-15.37333333,-46.74666667,,49.20965578
1763825304,11/22/2025 10:28:24,-1231,-3589,1004,200,,-16.41333333,-47.85333333,,50.58991028
1763825313,11/22/2025 10:28:33,1232,-3606,1024,200,,16.42666667,-48.08,,50.80867817
1763825326,11/22/2025 10:28:46,2343,-3068,743,200,,31.24,-40.90666667,,51.47128304
1763825330,11/22/2025 10:28:50,3133,-2259,469,200,,41.77333333,-30.12,,51.49976483
1763825335,11/22/2025 10:28:55,-3466,-767,-1182,200,,-46.21333333,-10.22666667,-15.76,49.88621542
1763825345,11/22/2025 10:29:05,927,-3424,1643,200,,12.36,-45.65333333,21.90666667,52.12387638
1763825352,11/22/2025 10:29:12,-79,-3755,1197,200,,-1.053333333,-50.06666667,15.96,52.55951124
1763825356,11/22/2025 10:29:16,-433,-3318,1964,200,,-5.773333333,-44.24,26.18666667,51.73248968
1763825362,11/22/2025 10:29:22,111,-3975,-459,200,,1.48,-53,-6.12,53.37269714
1763825367,11/22/2025 10:29:27,-1864,-3448,-30,200,,-24.85333333,-45.97333333,-0.4,52.26275496
1763825371,11/22/2025 10:29:31,228,-3959,353,200,,3.04,-52.78666667,4.706666667,53.08320345
1763825377,11/22/2025 10:29:37,-1192,-3627,-1129,200,,-15.89333333,-48.36,-15.05333333,53.08380628
1763825381,11/22/2025 10:29:41,-2370,-2965,629,200,,-31.6,-39.53333333,8.386666667,51.30088325
1763825387,11/22/2025 10:29:47,2110,-3140,-1266,200,,28.13333333,-41.86666667,-16.88,53.19056892
1763825392,11/22/2025 10:29:52,-2565,-2884,-232,200,,-34.2,-38.45333333,-3.093333333,51.55451053
1763825397,11/22/2025 10:29:57,1806,-3177,1409,200,,24.08,-42.36,18.78666667,52.22216813
1763825401,11/22/2025 10:30:01,-2422,-2789,-1171,200,,-32.29333333,-37.18666667,-15.61333333,51.66704688
1763825407,11/22/2025 10:30:07,1783,-1528,2952,200,,23.77333333,-20.37333333,39.36,50.29367444
1763825415,11/22/2025 10:30:15,-734,-3883,-490,200,,-9.786666667,-51.77333333,-6.533333333,53.09370333
1763825420,11/22/2025 10:30:20,-832,-2945,2352,200,,-11.09333333,-39.26666667,31.36,51.46244024
1763825428,11/22/2025 10:30:28,1307,-2690,-2627,200,,17.42666667,-35.86666667,-35.02666667,53.07517185
1763825436,11/22/2025 10:30:36,-1583,-2295,-2756,200,,-21.10666667,-30.6,-36.74666667,52.27015294
1763825442,11/22/2025 10:30:42,-634,-3519,-1795,200,,-8.453333333,-46.92,-23.93333333,53.3455686
1763825449,11/22/2025 10:30:49,465,-2151,3101,200,,6.2,-28.68,41.34666667,50.70038702
1763825453,11/22/2025 10:30:53,2718,-2855,-170,200,,36.24,-38.06666667,-2.266666667,52.6074756
1763825459,11/22/2025 10:30:59,-2674,-417,2527,200,,-35.65333333,-5.56,33.69333333,49.36916537
1763825469,11/22/2025 10:31:09,2680,-724,2588,200,,35.73333333,-9.653333333,34.50666667,50.60403146
1763825476,11/22/2025 10:31:16,-2468,-2843,-934,200,,-32.90666667,-37.90666667,-12.45333333,51.71894817
1763825482,11/22/2025 10:31:22,-2605,-1950,1877,200,,-34.73333333,-26,25.02666667,50.08730866
1763825488,11/22/2025 10:31:28,-2220,-3188,-51,200,,-29.6,-42.50666667,-0.68,51.80192189
1763825500,11/22/2025 10:31:40,-862,-1146,3431,200,,-11.49333333,-15.28,,19.1200186
1763825508,11/22/2025 10:31:48,-3281,1526,-635,200,,-43.74666667,20.34666667,,48.24684123
1763825512,11/22/2025 10:31:52,-2570,-2596,-1333,200,,-34.26666667,-34.61333333,,48.70613194
1763825519,11/22/2025 10:31:59,1250,-3270,1672,200,,16.66666667,-43.6,,46.67695125
1763825524,11/22/2025 10:32:04,1889,-2742,1976,200,,25.18666667,-36.56,,44.39596578
1763825529,11/22/2025 10:32:09,59,-3802,-1295,200,,0.7866666667,-50.69333333,-17.26666667,53.55903908
1763825538,11/22/2025 10:32:18,-3623,-208,-770,200,,-48.30666667,-2.773333333,-10.26666667,49.46341948
1763825542,11/22/2025 10:32:22,3348,571,-1828,200,,44.64,7.613333333,-24.37333333,51.42715063
1763825546,11/22/2025 10:32:26,-887,-3113,-2311,200,,-11.82666667,-41.50666667,-30.81333333,53.0295666
1763825551,11/22/2025 10:32:31,-1757,287,3207,200,,-23.42666667,3.826666667,42.76,48.90674482
1763825559,11/22/2025 10:32:39,-3427,1054,643,200,,-45.69333333,14.05333333,8.573333333,48.56829144
1763825564,11/22/2025 10:32:44,-3126,-569,1861,200,,-41.68,-7.586666667,24.81333333,49.09665388
1763825569,11/22/2025 10:32:49,1194,1900,-3132,200,,15.92,25.33333333,-41.76,51.37238342
1763825576,11/22/2025 10:32:56,1544,3199,1180,200,,20.58666667,42.65333333,15.73333333,49.90646718
1763825582,11/22/2025 10:33:02,-1330,2449,2412,200,,-17.73333333,32.65333333,32.16,49.14241436
1763825586,11/22/2025 10:33:06,2684,2200,1456,200,,35.78666667,29.33333333,19.41333333,50.17975156
1763825593,11/22/2025 10:33:13,-938,-679,3538,200,,-12.50666667,-9.053333333,47.17333333,49.6357022
1763825598,11/22/2025 10:33:18,-2252,-3122,347,200,,-30.02666667,-41.62666667,4.626666667,51.53431996
1763825602,11/22/2025 10:33:22,-1516,-3475,-1046,200,,-20.21333333,-46.33333333,-13.94666667,52.43916602
1763825608,11/22/2025 10:33:28,-2542,-2822,495,200,,-33.89333333,-37.62666667,6.6,51.06940463
1763825614,11/22/2025 10:33:34,2581,-2506,1358,200,,34.41333333,-33.41333333,18.10666667,51.26967655
1763825619,11/22/2025 10:33:39,478,-1306,-3660,200,,6.373333333,-17.41333333,-48.8,52.20424844
1763825623,11/22/2025 10:33:43,-650,-3492,-1847,200,,-8.666666667,-46.56,-24.62666667,53.37993464
1763825628,11/22/2025 10:33:48,1234,-3445,1325,200,,16.45333333,-45.93333333,17.66666667,51.89117844
1763825633,11/22/2025 10:33:53,2705,-2212,-1913,200,,36.06666667,-29.49333333,-25.50666667,53.11545161
1763825637,11/22/2025 10:33:57,-2932,-931,-2227,200,,-39.09333333,-12.41333333,-29.69333333,50.63668236
1763825641,11/22/2025 10:34:01,274,-2378,2969,200,,3.653333333,-31.70666667,39.58666667,50.85040544
1763825645,11/22/2025 10:34:05,-498,2509,-2825,200,,-6.64,33.45333333,-37.66666667,50.81331409
1763825649,11/22/2025 10:34:09,-3123,-2130,205,200,,-41.64,-28.4,2.733333333,50.47693247
1763825655,11/22/2025 10:34:15,1922,1800,-2819,200,,25.62666667,24,-37.58666667,51.43426441
1763825659,11/22/2025 10:34:19,-3422,24,1309,200,,-45.62666667,0.32,17.45333333,48.85195959
1763825663,11/22/2025 10:34:23,-1178,-3197,-2021,200,,-15.70666667,-42.62666667,,45.42831814
1763825667,11/22/2025 10:34:27,-3081,-1265,1415,200,,-41.08,-16.86666667,,44.4077791
1763825671,11/22/2025 10:34:31,-928,2924,2053,200,,-12.37333333,38.98666667,,40.90305069
1763825677,11/22/2025 10:34:37,-1565,-2894,2027,200,,-20.86666667,-38.58666667,,43.86739817
1763825681,11/22/2025 10:34:41,2158,-2769,1528,200,,28.77333333,-36.92,,46.808024
1763825685,11/22/2025 10:34:45,3238,-575,1883,200,,43.17333333,-7.666666667,25.10666667,50.52780621
1763825690,11/22/2025 10:34:50,2455,-2654,1503,200,,32.73333333,-35.38666667,20.04,52.20429952
1763825694,11/22/2025 10:34:54,-184,936,-3714,200,,-2.453333333,12.48,-49.52,51.12728865
1763825699,11/22/2025 10:34:59,3787,163,-220,200,,50.49333333,2.173333333,-2.933333333,50.62513737
1763825704,11/22/2025 10:35:04,704,-3401,-2049,200,,9.386666667,-45.34666667,-27.32,53.76627278
1763825708,11/22/2025 10:35:08,-2471,-369,2692,200,,-32.94666667,-4.92,35.89333333,48.96958875
1763825712,11/22/2025 10:35:12,-2805,2264,615,200,,-37.4,30.18666667,8.2,48.75689535
1763825718,11/22/2025 10:35:18,-1108,-2030,-3163,200,,-14.77333333,-27.06666667,-42.17333333,52.24409887
1763825722,11/22/2025 10:35:22,363,3514,-1360,200,,4.84,46.85333333,-18.13333333,50.47254919
1763825726,11/22/2025 10:35:26,606,2466,-2835,200,,8.08,32.88,-37.8,50.74663339
1763825730,11/22/2025 10:35:30,2880,2377,-460,200,,38.4,31.69333333,-6.133333333,50.16617541
